"winnerIndex","seed","turns","crystalWin","unitWin","co_generations","co_sumChampionHostFindGen","co_sumChampionParasiteFindGen","oe_generations","oe_sumChampionHostFindGen"
"","","","","","36.0","","","361.0",""
"","","","","","33.0","","","382.0",""
"","","","","","34.0","","","456.0",""
"","","","","","41.0","","","582.0",""
"","","","","","40.0","","","468.0",""
"","","","","","39.0","","","416.0",""
"","","","","","41.0","","","398.0",""
"","","","","","42.0","","","486.0",""
"","","","","","42.0","","","486.0",""
"","","","","","41.0","","","587.0",""
"","","","","","44.0","","","458.0",""
"","","","","","47.0","","","702.0",""
"","","","","","49.0","","","666.0",""
"","","","","","56.0","","","643.0",""
"1","1229106041716","67","True","False","36.0","1185.0","1247.0","1459.0","1656.0"
"","","","","","24.0","","","881.0",""
"","","","","","14.0","","","70.0",""
"","","","","","26.0","","","447.0",""
"","","","","","24.0","","","89.0",""
"","","","","","39.0","","","460.0",""
"","","","","","39.0","","","421.0",""
"","","","","","37.0","","","386.0",""
"","","","","","36.0","","","344.0",""
"","","","","","33.0","","","402.0",""
"","","","","","34.0","","","386.0",""
"","","","","","35.0","","","390.0",""
"","","","","","34.0","","","366.0",""
"","","","","","35.0","","","368.0",""
"","","","","","34.0","","","498.0",""
"","","","","","33.0","","","396.0",""
"","","","","","35.0","","","357.0",""
"","","","","","37.0","","","466.0",""
"","","","","","36.0","","","468.0",""
"","","","","","37.0","","","458.0",""
"","","","","","37.0","","","469.0",""
"","","","","","41.0","","","536.0",""
"","","","","","38.0","","","546.0",""
"","","","","","38.0","","","517.0",""
"","","","","","39.0","","","556.0",""
"","","","","","43.0","","","515.0",""
"","","","","","47.0","","","569.0",""
"","","","","","49.0","","","581.0",""
"","","","","","40.0","","","543.0",""
"","","","","","43.0","","","615.0",""
"","","","","","41.0","","","676.0",""
"","","","","","52.0","","","819.0",""
"","","","","","81.0","","","1153.0",""
"","","","","","","","","1396.0",""
"2","599591667640","53","False","True","19.0","928.0","960.0","101.0","2016.0"
"","","","","","36.0","","","85.0",""
"","","","","","30.0","","","645.0",""
"","","","","","32.0","","","622.0",""
"","","","","","12.0","","","610.0",""
"","","","","","45.0","","","109.0",""
"","","","","","38.0","","","503.0",""
"","","","","","37.0","","","441.0",""
"","","","","","37.0","","","467.0",""
"","","","","","34.0","","","454.0",""
"","","","","","34.0","","","358.0",""
"","","","","","35.0","","","416.0",""
"","","","","","34.0","","","419.0",""
"","","","","","35.0","","","409.0",""
"","","","","","32.0","","","396.0",""
"","","","","","30.0","","","410.0",""
"","","","","","32.0","","","355.0",""
"","","","","","32.0","","","455.0",""
"","","","","","39.0","","","521.0",""
"","","","","","41.0","","","483.0",""
"","","","","","41.0","","","478.0",""
"","","","","","47.0","","","558.0",""
"","","","","","52.0","","","649.0",""
"","","","","","53.0","","","996.0",""
"","","","","","49.0","","","1026.0",""
"","","","","","54.0","","","979.0",""
"","","","","","","","","3285.0",""
"1","1001205719582","45","True","False","34.0","717.0","715.0","1613.0","2531.0"
"","","","","","23.0","","","749.0",""
"","","","","","19.0","","","555.0",""
"","","","","","18.0","","","485.0",""
"","","","","","15.0","","","32.0",""
"","","","","","17.0","","","403.0",""
"","","","","","14.0","","","398.0",""
"","","","","","24.0","","","42.0",""
"","","","","","39.0","","","493.0",""
"","","","","","38.0","","","520.0",""
"","","","","","35.0","","","452.0",""
"","","","","","37.0","","","517.0",""
"","","","","","38.0","","","489.0",""
"","","","","","34.0","","","520.0",""
"","","","","","36.0","","","389.0",""
"","","","","","37.0","","","405.0",""
"","","","","","40.0","","","437.0",""
"","","","","","45.0","","","417.0",""
"","","","","","45.0","","","581.0",""
"","","","","","44.0","","","534.0",""
"","","","","","43.0","","","529.0",""
"","","","","","42.0","","","556.0",""
"","","","","","","","","506.0",""
"1","218143392214","67","False","True","27.0","1267.0","1268.0","1701.0","2562.0"
"","","","","","23.0","","","881.0",""
"","","","","","22.0","","","687.0",""
"","","","","","17.0","","","602.0",""
"","","","","","10.0","","","47.0",""
"","","","","","17.0","","","435.0",""
"","","","","","16.0","","","304.0",""
"","","","","","18.0","","","328.0",""
"","","","","","39.0","","","109.0",""
"","","","","","36.0","","","373.0",""
"","","","","","36.0","","","337.0",""
"","","","","","38.0","","","411.0",""
"","","","","","39.0","","","474.0",""
"","","","","","39.0","","","444.0",""
"","","","","","37.0","","","429.0",""
"","","","","","38.0","","","413.0",""
"","","","","","36.0","","","401.0",""
"","","","","","42.0","","","426.0",""
"","","","","","41.0","","","438.0",""
"","","","","","39.0","","","428.0",""
"","","","","","40.0","","","644.0",""
"","","","","","44.0","","","488.0",""
"","","","","","45.0","","","482.0",""
"","","","","","46.0","","","450.0",""
"","","","","","47.0","","","552.0",""
"","","","","","47.0","","","678.0",""
"","","","","","47.0","","","621.0",""
"","","","","","47.0","","","568.0",""
"","","","","","55.0","","","566.0",""
"","","","","","54.0","","","579.0",""
"","","","","","58.0","","","548.0",""
"","","","","","61.0","","","577.0",""
"","","","","","67.0","","","602.0",""
"","","","","","","","","1015.0",""
"2","259066175493","50","True","False","39.0","607.0","649.0","1650.0","2105.0"
"","","","","","32.0","","","808.0",""
"","","","","","23.0","","","517.0",""
"","","","","","15.0","","","458.0",""
"","","","","","15.0","","","383.0",""
"","","","","","15.0","","","357.0",""
"","","","","","8.0","","","317.0",""
"","","","","","10.0","","","295.0",""
"","","","","","16.0","","","302.0",""
"","","","","","14.0","","","287.0",""
"","","","","","9.0","","","295.0",""
"","","","","","10.0","","","278.0",""
"","","","","","14.0","","","26.0",""
"","","","","","36.0","","","82.0",""
"","","","","","39.0","","","372.0",""
"","","","","","35.0","","","401.0",""
"","","","","","33.0","","","397.0",""
"","","","","","34.0","","","499.0",""
"","","","","","34.0","","","402.0",""
"","","","","","33.0","","","376.0",""
"","","","","","36.0","","","470.0",""
"","","","","","35.0","","","359.0",""
"","","","","","35.0","","","405.0",""
"","","","","","36.0","","","442.0",""
"","","","","","43.0","","","485.0",""
"1","1056148517496","53","False","True","33.0","1063.0","1065.0","1524.0","2194.0"
"","","","","","19.0","","","98.0",""
"","","","","","28.0","","","594.0",""
"","","","","","12.0","","","561.0",""
"","","","","","36.0","","","39.0",""
"","","","","","39.0","","","349.0",""
"","","","","","37.0","","","420.0",""
"","","","","","39.0","","","565.0",""
"","","","","","39.0","","","577.0",""
"","","","","","39.0","","","494.0",""
"","","","","","36.0","","","563.0",""
"","","","","","37.0","","","484.0",""
"","","","","","38.0","","","528.0",""
"","","","","","38.0","","","556.0",""
"","","","","","44.0","","","551.0",""
"","","","","","44.0","","","595.0",""
"","","","","","40.0","","","570.0",""
"","","","","","48.0","","","694.0",""
"","","","","","48.0","","","705.0",""
"","","","","","49.0","","","641.0",""
"","","","","","47.0","","","653.0",""
"","","","","","51.0","","","629.0",""
"","","","","","60.0","","","772.0",""
"","","","","","53.0","","","686.0",""
"","","","","","53.0","","","684.0",""
"","","","","","58.0","","","839.0",""
"","","","","","","","","946.0",""
"1","9882841255","48","False","True","29.0","911.0","1083.0","1594.0","1460.0"
"","","","","","24.0","","","818.0",""
"","","","","","15.0","","","46.0",""
"","","","","","14.0","","","521.0",""
"","","","","","41.0","","","45.0",""
"","","","","","40.0","","","469.0",""
"","","","","","41.0","","","419.0",""
"","","","","","41.0","","","480.0",""
"","","","","","39.0","","","438.0",""
"","","","","","38.0","","","374.0",""
"","","","","","37.0","","","420.0",""
"","","","","","40.0","","","435.0",""
"","","","","","38.0","","","480.0",""
"","","","","","40.0","","","427.0",""
"","","","","","40.0","","","390.0",""
"","","","","","40.0","","","441.0",""
"","","","","","40.0","","","399.0",""
"","","","","","39.0","","","373.0",""
"","","","","","46.0","","","449.0",""
"","","","","","49.0","","","516.0",""
"","","","","","58.0","","","511.0",""
"","","","","","59.0","","","573.0",""
"","","","","","62.0","","","548.0",""
"","","","","","174.0","","","583.0",""
"1","332557134483","61","True","False","21.0","1188.0","1188.0","104.0","1901.0"
"","","","","","36.0","","","48.0",""
"","","","","","48.0","","","56.0",""
"","","","","","41.0","","","423.0",""
"","","","","","41.0","","","364.0",""
"","","","","","39.0","","","468.0",""
"","","","","","37.0","","","434.0",""
"","","","","","39.0","","","438.0",""
"","","","","","40.0","","","460.0",""
"","","","","","38.0","","","473.0",""
"","","","","","41.0","","","452.0",""
"","","","","","38.0","","","456.0",""
"","","","","","36.0","","","389.0",""
"","","","","","36.0","","","385.0",""
"","","","","","42.0","","","388.0",""
"","","","","","38.0","","","378.0",""
"","","","","","37.0","","","395.0",""
"","","","","","40.0","","","398.0",""
"","","","","","44.0","","","427.0",""
"","","","","","42.0","","","398.0",""
"","","","","","40.0","","","394.0",""
"","","","","","41.0","","","353.0",""
"","","","","","41.0","","","347.0",""
"","","","","","42.0","","","367.0",""
"","","","","","42.0","","","358.0",""
"","","","","","42.0","","","352.0",""
"","","","","","41.0","","","358.0",""
"","","","","","42.0","","","351.0",""
"","","","","","42.0","","","351.0",""
"","","","","","41.0","","","358.0",""
"","","","","","","","","358.0",""
"1","628085355723","64","False","True","42.0","1103.0","1265.0","1503.0","2736.0"
"","","","","","25.0","","","867.0",""
"","","","","","19.0","","","562.0",""
"","","","","","11.0","","","533.0",""
"","","","","","20.0","","","104.0",""
"","","","","","18.0","","","465.0",""
"","","","","","16.0","","","417.0",""
"","","","","","24.0","","","46.0",""
"","","","","","37.0","","","418.0",""
"","","","","","34.0","","","468.0",""
"","","","","","38.0","","","405.0",""
"","","","","","33.0","","","417.0",""
"","","","","","33.0","","","362.0",""
"","","","","","36.0","","","372.0",""
"","","","","","37.0","","","383.0",""
"","","","","","35.0","","","419.0",""
"","","","","","36.0","","","433.0",""
"","","","","","36.0","","","382.0",""
"","","","","","39.0","","","377.0",""
"","","","","","39.0","","","494.0",""
"","","","","","41.0","","","448.0",""
"","","","","","40.0","","","445.0",""
"","","","","","41.0","","","424.0",""
"","","","","","45.0","","","440.0",""
"","","","","","45.0","","","462.0",""
"","","","","","47.0","","","443.0",""
"","","","","","49.0","","","509.0",""
"","","","","","49.0","","","496.0",""
"","","","","","48.0","","","484.0",""
"","","","","","46.0","","","513.0",""
"","","","","","43.0","","","522.0",""
"","","","","","164.0","","","594.0",""
"2","1314232161521","68","True","False","37.0","1331.0","1379.0","1513.0","1975.0"
"","","","","","21.0","","","958.0",""
"","","","","","21.0","","","42.0",""
"","","","","","41.0","","","70.0",""
"","","","","","35.0","","","366.0",""
"","","","","","35.0","","","333.0",""
"","","","","","34.0","","","368.0",""
"","","","","","35.0","","","440.0",""
"","","","","","33.0","","","422.0",""
"","","","","","36.0","","","441.0",""
"","","","","","34.0","","","443.0",""
"","","","","","32.0","","","457.0",""
"","","","","","32.0","","","458.0",""
"","","","","","32.0","","","442.0",""
"","","","","","31.0","","","457.0",""
"","","","","","38.0","","","458.0",""
"","","","","","41.0","","","531.0",""
"","","","","","38.0","","","434.0",""
"","","","","","38.0","","","451.0",""
"","","","","","40.0","","","430.0",""
"","","","","","40.0","","","441.0",""
"","","","","","44.0","","","516.0",""
"","","","","","43.0","","","466.0",""
"","","","","","48.0","","","452.0",""
"","","","","","50.0","","","538.0",""
"","","","","","48.0","","","514.0",""
"","","","","","48.0","","","573.0",""
"","","","","","50.0","","","519.0",""
"","","","","","51.0","","","559.0",""
"","","","","","49.0","","","627.0",""
"","","","","","59.0","","","673.0",""
"","","","","","58.0","","","1187.0",""
"","","","","","57.0","","","1116.0",""
"","","","","","51.0","","","1125.0",""
"1","449846492393","71","True","False","35.0","1352.0","1438.0","1718.0","4639.0"
"","","","","","23.0","","","926.0",""
"","","","","","18.0","","","760.0",""
"","","","","","18.0","","","551.0",""
"","","","","","14.0","","","472.0",""
"","","","","","13.0","","","397.0",""
"","","","","","15.0","","","85.0",""
"","","","","","14.0","","","380.0",""
"","","","","","37.0","","","91.0",""
"","","","","","27.0","","","439.0",""
"","","","","","37.0","","","480.0",""
"","","","","","36.0","","","465.0",""
"","","","","","36.0","","","450.0",""
"","","","","","33.0","","","436.0",""
"","","","","","32.0","","","346.0",""
"","","","","","34.0","","","338.0",""
"","","","","","38.0","","","394.0",""
"","","","","","39.0","","","418.0",""
"","","","","","38.0","","","430.0",""
"","","","","","38.0","","","427.0",""
"","","","","","39.0","","","435.0",""
"","","","","","42.0","","","585.0",""
"","","","","","45.0","","","575.0",""
"","","","","","47.0","","","681.0",""
"","","","","","50.0","","","785.0",""
"","","","","","44.0","","","642.0",""
"","","","","","54.0","","","676.0",""
"","","","","","55.0","","","872.0",""
"","","","","","57.0","","","978.0",""
"","","","","","63.0","","","977.0",""
"","","","","","67.0","","","929.0",""
"","","","","","65.0","","","923.0",""
"","","","","","67.0","","","810.0",""
"","","","","","76.0","","","1463.0",""
"","","","","","94.0","","","1545.0",""
"","","","","","","","","1764.0",""
"1","850222893746","55","True","False","26.0","966.0","967.0","1538.0","2779.0"
"","","","","","11.0","","","151.0",""
"","","","","","21.0","","","490.0",""
"","","","","","21.0","","","440.0",""
"","","","","","24.0","","","35.0",""
"","","","","","34.0","","","353.0",""
"","","","","","36.0","","","345.0",""
"","","","","","37.0","","","382.0",""
"","","","","","35.0","","","388.0",""
"","","","","","36.0","","","403.0",""
"","","","","","36.0","","","451.0",""
"","","","","","38.0","","","437.0",""
"","","","","","37.0","","","407.0",""
"","","","","","38.0","","","444.0",""
"","","","","","39.0","","","448.0",""
"","","","","","38.0","","","432.0",""
"","","","","","38.0","","","435.0",""
"","","","","","39.0","","","395.0",""
"","","","","","39.0","","","402.0",""
"","","","","","41.0","","","416.0",""
"","","","","","42.0","","","485.0",""
"","","","","","40.0","","","413.0",""
"","","","","","40.0","","","427.0",""
"","","","","","45.0","","","481.0",""
"","","","","","44.0","","","496.0",""
"","","","","","47.0","","","472.0",""
"","","","","","45.0","","","502.0",""
"","","","","","","","","461.0",""
"1","460088744590","61","False","True","14.0","1197.0","1197.0","104.0","3286.0"
"","","","","","29.0","","","71.0",""
"","","","","","14.0","","","496.0",""
"","","","","","43.0","","","76.0",""
"","","","","","41.0","","","385.0",""
"","","","","","41.0","","","437.0",""
"","","","","","46.0","","","436.0",""
"","","","","","41.0","","","600.0",""
"","","","","","39.0","","","442.0",""
"","","","","","38.0","","","462.0",""
"","","","","","36.0","","","436.0",""
"","","","","","38.0","","","491.0",""
"","","","","","36.0","","","448.0",""
"","","","","","37.0","","","434.0",""
"","","","","","33.0","","","440.0",""
"","","","","","32.0","","","472.0",""
"","","","","","37.0","","","465.0",""
"","","","","","42.0","","","448.0",""
"","","","","","40.0","","","490.0",""
"","","","","","40.0","","","465.0",""
